source_doc_id,date,sentence,found_term,accompanying_terms
833,2013-12-19 17:00:00,"I am happy to note that the Chinese authorities are making every effort to increase our trade turnover in these very segments – in engineering, electronics, and joint work in space exploration.",chinese,[]
833,2013-12-19 17:00:00,"By the way, I would like to congratulate the Chinese people and experts on the successful experiment currently conducted in China and the successful landing on the Moon of the first Chinese moon rover.",china,[]
833,2013-12-19 17:00:00,This is a sign of the development of science and technology in China.,china,[]
834,2013-12-20 17:15:00,You have just made big strides in cooperating with China.,china,[]
838,2013-12-24 13:45:00,"For Russia, the Customs Union – Belarus and Kazakhstan – represent the third most significant market in the world, after the EU and China.",china,[]
840,2013-12-24 17:10:00,"Kazakhstan and Belarus jointly rank third in Russia’s foreign trade balance, after the EU and China.",china,[]
842,2013-12-25 16:10:00,"According to the Eurasian Economic Commission, Belarus ranks first (leaving behind Ukraine) in Russia’s trade with the CIS states, and fifth in our trade with all of our major partners the world over, surpassed only by China, the Netherlands, Germany and Italy.",china,[]
849,2014-01-09 17:20:00,"We were negotiating with our friends in China, in India; we proposed work on new units and new sites.",china,[]
859,2014-01-19 12:00:00,"And if people like it, this place may become a favourite resort for our friends from the United States or Europe, or the Asian countries, including China – why not?",china,[]
859,2014-01-19 12:00:00,"First of all, I would like to convey my best wishes to all my friends in China both through social networks and via other media.",china,[]
859,2014-01-19 12:00:00,I know that I have many friends in China.,china,[]
859,2014-01-19 12:00:00,"It is not surprising, because we have special relations with China.",china,[]
859,2014-01-19 12:00:00,And I have special feelings for China.,china,[]
859,2014-01-19 12:00:00,"China is a great country with a great culture, with very interesting, hard-working and talented people.",china,[]
859,2014-01-19 12:00:00,"As far as investors are concerned, we will welcome investors from all countries, including China.",china,[]
859,2014-01-19 12:00:00,China has a great investment potential.,china,[]
859,2014-01-19 12:00:00,China is a country with the largest gold reserves.,china,[]
859,2014-01-19 12:00:00,"There are very good investment tools in China, including a whole network of major funds.",china,[]
859,2014-01-19 12:00:00,"The Russian Direct Investment Fund, the RDIF, works with some of them, with major Chinese investment funds.",chinese,[]
859,2014-01-19 12:00:00,"Such a body, I have just named it, the RDIF, works with our Chinese partners, it can work in any region of the Russian Federation and in any area.",chinese,[]
859,2014-01-19 12:00:00,"If our Chinese partners are interested in the tourism cluster in the south of Russia or, say, the agriculture cluster, we have it here, in Krasnodar and Stavropol territories, these are neighbouring territories, Rostov Region – this is our breadbasket, as we call it, these are the regions where agricultural production is particularly well developed, the climate here is very good.",chinese,[]
859,2014-01-19 12:00:00,"But in some regions, for example, in Rostov Region, which borders with Krasnodar Territory, engineering is also well-developed, the aviation cluster is developing, and in many of these areas we have promising, very interesting joint plans with our Chinese friends.",chinese,[]
859,2014-01-19 12:00:00,"When such a powerful country, potentially powerful country as China starts showing rapid growth, it becomes a real competitor in the global politics and at the global markets, and, of course, tools to restrain such growth are switched on.",china,[]
859,2014-01-19 12:00:00,"Probably, you know that Napoleon once said that China was sleeping, and let it sleep as long as possible.",china,[]
859,2014-01-19 12:00:00,"This is a traditional attitude of the Western Civilization towards the East, towards China, in particular.",china,[]
859,2014-01-19 12:00:00,But China has awakened.,china,[]
859,2014-01-19 12:00:00,"And I think that the right option to develop relations with such a big, potentially powerful and great country as China is to search for shared interests, but not to restrain.",china,[]
859,2014-01-19 12:00:00,"The expectations as to China’s results, whether at the Summer or Winter Olympics, are usually very high.",china,[]
859,2014-01-19 12:00:00,"China has developed an extremely successful system of training and motivating its athletes, and it is very important that preparation goes hand in hand with motivation.",china,[]
859,2014-01-19 12:00:00,"I watched with great attention the way China raises its young generation of athletes, the way they are selected and trained, the way their psychological attitudes are shaped.",china,[]
859,2014-01-19 12:00:00,"Certainly, China has traditionally focused on summer sports rather than winter ones.",china,[]
859,2014-01-19 12:00:00,"If China has made this adjustment or makes it in the near future, I believe that it will turn into a major competitor for those countries who have traditionally been strong at winter sports.",china,[]
859,2014-01-19 12:00:00,"We expect that Chinese athletes give a spectacular performance, and that they will both please and surprise winter sports fans from around the world.",chinese,[]
859,2014-01-19 12:00:00,"Russia’s GDP and household incomes have almost doubled and even though our gold and foreign currency reserves of over $500 billion are not as big as China’s, we still rank third in the world.",china,[]
859,2014-01-19 12:00:00,We are satisfied with the development of relations between Russia and China.,china,[]
859,2014-01-19 12:00:00,"Though I am sure Chinese experts will examine it and create something even better (Laughter) Interview for Channel One That we would lose, or that we would fail to hold the Games?",chinese,[]
870,2014-01-30 16:30:00,"What’s more, in the course of the race you not only demonstrated your skills, persistence and self-possession, but conducted yourself with honour by helping your competitors, the Chinese team, I believe.",chinese,[]
883,2014-02-06 18:00:00,I know you have come here when all of China is celebrating the New Year.,china,[]
883,2014-02-06 18:00:00,"Allow me to wish you and the people of China a happy New Year, and may it bring success to all, including your team at the Olympic Games.",china,[]
883,2014-02-06 18:00:00,Russia and China are making a significant contribution to international development and security.,china,[]
883,2014-02-06 18:00:00,President of China Xi Jinping     Xi JinpingPresident of People's Republic of China  (translated from Russian):,china,[]
883,2014-02-06 18:00:00,"There is a tradition in China: when our friend or neighbour is celebrating, we have to visit and congratulate.",china,[]
883,2014-02-06 18:00:00,You may be aware that this year in the Chinese Lunar calendar is the Year of the Horse.,chinese,[]
